Date,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom
2018-11-28,2.42,0.30,-1.16,0.07,-0.96,0.01,1.00
2018-11-29,-0.22,-0.20,-0.09,-0.48,0.02,0.01,0.29
2018-11-30,0.79,-0.37,-0.44,0.24,-0.22,0.01,-0.28
2018-12-03,1.13,-0.11,-0.78,-0.28,-0.59,0.01,0.24
2018-12-04,-3.46,-1.03,-0.22,-0.11,0.97,0.01,0.68
2018-12-06,-0.16,-0.06,-1.06,0.14,-0.31,0.01,0.53
2018-12-07,-2.36,0.27,1.33,-0.49,0.63,0.01,-0.54
2018-12-10,0.10,-0.36,-1.64,0.28,-0.29,0.01,0.78
2018-12-11,-0.08,-0.15,-0.42,0.17,-0.06,0.01,0.73
2018-12-12,0.68,0.51,-0.17,-0.23,-0.10,0.01,-0.06
2018-12-13,-0.26,-1.55,-0.20,0.21,0.08,0.01,0.48
2018-12-14,-1.89,0.09,0.49,-0.21,0.62,0.01,-0.53
2018-12-17,-2.13,-0.11,1.08,0.27,0.20,0.01,-0.99
2018-12-18,-0.03,-0.03,-0.60,0.93,-0.46,0.01,0.28
2018-12-19,-1.58,-0.59,0.02,-0.38,0.42,0.01,0.65
2018-12-20,-1.62,-0.11,0.97,0.62,-0.06,0.01,-0.46
2018-12-21,-2.16,-0.54,0.77,0.14,0.65,0.01,0.39
2018-12-24,-2.55,0.93,-0.51,-0.35,-0.35,0.01,-0.20
2018-12-26,5.07,-0.19,-1.00,-0.21,-1.12,0.01,0.07
2018-12-27,0.78,-0.71,-0.13,-0.13,0.10,0.01,0.25
2018-12-28,-0.03,0.75,0.25,-0.37,-0.06,0.01,0.09
2018-12-31,0.90,-0.14,-0.45,-0.09,-0.13,0.01,0.65
2019-01-02,0.22,0.73,1.14,-0.16,0.25,0.01,-2.30
2019-01-03,-2.45,0.48,1.18,-0.22,0.91,0.01,-0.74
2019-01-04,3.55,0.35,-0.69,-0.11,-0.62,0.01,-0.96
2019-01-07,0.94,0.87,-0.75,-0.74,-0.45,0.01,-0.73
2019-01-08,1.01,0.44,-0.63,0.34,-0.12,0.01,0.13
2019-01-09,0.52,0.50,0.11,0.09,-0.20,0.01,-0.80
2019-01-10,0.40,-0.01,-0.45,-0.06,-0.07,0.01,-0.33
2019-01-11,0.00,0.20,0.22,0.23,0.22,0.01,-0.20
2019-01-14,-0.60,-0.46,0.95,0.24,0.00,0.01,-0.57
2019-01-15,1.05,-0.14,-0.90,-0.30,-0.59,0.01,1.15
2019-01-16,0.28,0.26,0.92,-0.11,-0.28,0.01,-0.75
2019-01-17,0.78,0.09,-0.24,0.06,-0.02,0.01,-0.21
2019-01-18,1.30,-0.29,0.12,0.19,-0.24,0.01,-0.84
2019-01-22,-1.52,-0.35,0.30,0.26,0.36,0.01,0.94
2019-01-23,0.16,-0.41,-0.15,0.35,0.27,0.01,0.98
2019-01-24,0.23,0.48,0.00,-0.15,-0.23,0.01,-0.99
2019-01-25,0.90,0.41,-0.34,-0.36,-0.57,0.01,-1.35
2019-01-28,-0.80,-0.07,0.63,0.29,0.17,0.01,-0.09
2019-01-29,-0.19,0.03,0.19,0.03,0.49,0.01,-0.24
2019-01-30,1.51,-0.35,-0.94,-0.23,-0.90,0.01,0.09
2019-01-31,0.91,-0.07,-1.11,-0.35,-0.02,0.01,0.32
2019-02-01,0.13,-0.15,0.43,-0.78,0.29,0.01,-0.53
2019-02-04,0.73,0.41,-0.47,0.19,-0.21,0.01,-0.12
2019-02-05,0.43,-0.12,-0.61,0.61,-0.33,0.01,0.09
2019-02-06,-0.21,-0.03,0.06,-0.11,0.06,0.01,-0.30
2019-02-07,-0.93,-0.13,0.38,0.55,0.32,0.01,0.68
2019-02-08,0.10,-0.07,-0.68,-0.34,-0.11,0.01,0.73
2019-02-11,0.14,0.67,0.23,-0.09,-0.02,0.01,-0.11
2019-02-12,1.36,0.04,-0.16,-0.12,-0.29,0.01,-0.50
2019-02-13,0.28,0.05,0.07,0.10,0.21,0.01,-0.38
2019-02-14,-0.20,0.52,-0.59,0.42,-0.19,0.01,0.19
2019-02-15,1.13,0.37,0.48,-0.22,0.00,0.01,-0.46
2019-02-19,0.19,0.32,0.31,0.03,0.21,0.01,-0.42
2019-02-20,0.19,0.29,0.56,0.01,-0.29,0.01,-0.39
2019-02-21,-0.37,-0.03,-0.23,0.58,0.13,0.01,0.44
2019-02-22,0.65,0.39,-1.47,0.31,-0.61,0.01,0.24
2019-02-25,0.15,-0.27,-0.18,-0.76,-0.55,0.01,-0.63
2019-02-26,-0.16,-0.68,-0.33,0.10,-0.16,0.01,0.21
2019-02-27,0.10,0.15,-0.12,-0.66,-0.13,0.01,0.45
2019-02-28,-0.31,-0.01,-0.27,0.29,0.17,0.01,0.70
2019-03-01,0.72,0.25,-0.41,-0.36,-0.19,0.01,-0.24
2019-03-04,-0.52,-0.40,0.38,0.13,-0.07,0.01,-0.51
2019-03-05,-0.17,-0.32,-0.22,0.29,-0.01,0.01,0.47
2019-03-06,-0.84,-1.23,0.05,0.57,0.12,0.01,0.75
2019-03-07,-0.82,-0.05,-0.34,-0.37,0.12,0.01,0.51
2019-03-08,-0.22,0.07,-0.17,-0.11,-0.26,0.01,0.14
2019-03-11,1.49,0.27,-0.53,-0.28,-0.46,0.01,-0.34
2019-03-12,0.25,-0.31,-0.07,-0.43,0.02,0.01,-0.06
2019-03-13,0.67,-0.32,0.08,-0.17,0.17,0.01,-0.21
2019-03-14,-0.10,-0.38,0.30,-0.15,-0.11,0.01,0.21
2019-03-15,0.48,-0.24,-0.25,-0.05,-0.19,0.01,-0.16
2019-03-18,0.46,0.22,0.44,-0.09,-0.08,0.01,-0.59
2019-03-19,-0.09,-0.47,-0.92,0.02,-0.08,0.01,0.48
2019-03-20,-0.37,-0.23,-1.06,-0.15,-0.26,0.01,0.57
2019-03-21,1.10,0.17,-1.23,0.31,-0.34,0.01,-0.02
2019-03-22,-2.17,-1.56,-0.08,0.57,0.61,0.01,1.01
2019-03-25,-0.05,0.61,-0.26,0.21,0.04,0.01,0.66
2019-03-26,0.76,0.23,0.46,0.05,0.17,0.01,-0.45
2019-03-27,-0.50,0.16,0.51,0.75,0.11,0.01,-0.38
2019-03-28,0.40,0.34,0.02,-0.13,-0.05,0.01,-0.18
2019-03-29,0.66,-0.28,-0.92,0.22,-0.17,0.01,-0.04
2019-04-01,1.19,-0.19,0.99,-0.09,-0.30,0.01,-0.95
2019-04-02,-0.05,-0.18,-0.44,-0.39,-0.49,0.01,0.24
2019-04-03,0.27,0.22,-0.39,0.13,-0.39,0.01,-0.06
2019-04-04,0.19,0.35,0.94,0.63,0.26,0.01,-1.31
2019-04-05,0.53,0.49,-0.07,-0.29,0.11,0.01,-0.66
2019-04-08,0.08,-0.31,0.10,0.27,-0.03,0.01,-0.19
2019-04-09,-0.65,-0.60,-0.15,0.14,-0.04,0.01,0.98
2019-04-10,0.48,0.95,-0.11,0.08,-0.13,0.01,-0.18
2019-04-11,0.00,-0.27,0.40,0.05,0.12,0.01,-0.11
2019-04-12,0.64,-0.36,0.66,0.52,-0.25,0.01,-1.10
2019-04-15,-0.09,-0.26,-0.55,0.36,0.07,0.01,0.82
2019-04-16,0.13,0.23,0.71,-0.12,-0.14,0.01,-0.87
2019-04-17,-0.32,-0.53,0.84,1.10,-0.28,0.01,-0.83
2019-04-18,0.11,-0.28,-0.50,0.16,-0.20,0.01,-0.05
2019-04-22,0.11,-0.49,-0.57,-0.52,-0.19,0.01,0.25
2019-04-23,0.97,0.66,-0.49,-0.12,-0.42,0.01,0.26
2019-04-24,-0.22,0.32,-0.08,0.64,0.07,0.01,0.42
2019-04-25,-0.14,-0.79,-0.21,-0.63,-0.27,0.01,1.38
2019-04-26,0.53,0.47,0.06,-0.08,-0.18,0.01,0.12
2019-04-29,0.18,0.15,0.65,-0.39,-0.16,0.01,-0.45
2019-04-30,-0.04,-0.68,0.27,0.11,0.69,0.01,0.34
2019-05-01,-0.83,-0.07,-0.02,0.36,-0.05,0.01,0.49
2019-05-02,-0.16,0.46,-0.28,0.03,0.06,0.01,0.47
2019-05-03,1.13,0.93,-0.27,-0.01,-0.37,0.01,-0.26
2019-05-06,-0.39,0.58,-0.42,0.02,0.06,0.01,0.28
2019-05-07,-1.69,-0.27,0.49,0.03,0.30,0.01,0.27
2019-05-08,-0.21,-0.21,-0.31,-0.01,0.17,0.01,0.14
2019-05-09,-0.28,0.06,0.09,-0.36,0.01,0.01,0.61
2019-05-10,0.35,-0.33,0.06,-0.11,0.26,0.01,0.60
2019-05-13,-2.65,-0.68,0.28,0.24,0.84,0.01,0.97
2019-05-14,0.91,0.34,-0.02,-0.56,-0.02,0.01,-0.54
2019-05-15,0.58,-0.09,-0.96,0.12,-0.30,0.01,0.38
2019-05-16,0.91,-0.45,-0.33,-0.14,-0.23,0.01,0.45
2019-05-17,-0.71,-0.76,0.28,0.06,0.33,0.01,0.46
2019-05-20,-0.65,-0.11,0.73,0.06,0.45,0.01,0.34
2019-05-21,0.90,0.43,-0.34,-0.15,-0.18,0.01,-0.63
2019-05-22,-0.40,-0.64,-0.62,-0.12,0.20,0.01,1.32
2019-05-23,-1.37,-0.72,-0.27,0.33,0.26,0.01,1.19
2019-05-24,0.23,0.51,0.30,-0.50,-0.04,0.01,0.05
2019-05-28,-0.78,0.21,-0.63,0.00,-0.29,0.01,1.05
2019-05-29,-0.71,-0.24,0.41,-0.18,0.01,0.01,-0.41
2019-05-30,0.14,-0.37,-0.77,0.29,-0.04,0.01,1.41
2019-05-31,-1.37,-0.23,-0.11,0.05,0.39,0.01,0.58
2019-06-03,-0.34,0.39,1.68,-0.17,1.32,0.01,-1.22
2019-06-04,2.32,0.50,-0.03,0.28,-0.47,0.01,-1.14
2019-06-05,0.70,-1.06,-0.97,0.07,-0.22,0.01,1.71
2019-06-06,0.55,-1.08,0.02,0.07,-0.08,0.01,0.66
2019-06-07,1.04,-0.14,-1.19,0.36,-0.67,0.01,0.35
2019-06-10,0.54,0.01,0.07,0.38,-0.36,0.01,-0.37
2019-06-11,-0.12,-0.21,0.57,0.47,0.20,0.01,-0.47
2019-06-12,-0.20,0.30,-1.00,0.08,0.09,0.01,1.43
2019-06-13,0.52,0.68,-0.04,-0.13,-0.06,0.01,-1.40
2019-06-14,-0.27,-0.73,0.30,0.25,0.14,0.01,0.90
2019-06-17,0.15,0.48,-1.13,-0.67,-0.43,0.01,-0.28
2019-06-18,1.04,0.20,0.35,-0.24,-0.19,0.01,-0.98
2019-06-19,0.32,0.02,-0.60,-0.19,0.16,0.01,0.79
2019-06-20,0.90,-0.40,-0.22,-0.12,-0.12,0.01,-0.38
2019-06-21,-0.21,-0.46,-0.03,-0.09,0.02,0.01,-0.07
2019-06-24,-0.35,-0.90,0.08,0.63,-0.02,0.01,0.73
2019-06-25,-0.98,0.42,0.72,-0.10,0.61,0.01,-0.41
2019-06-26,-0.07,0.02,0.27,0.35,-0.40,0.01,-1.90
2019-06-27,0.59,1.43,-0.10,-0.35,-0.22,0.01,-0.02
2019-06-28,0.68,0.76,0.62,-0.47,0.13,0.01,-0.54
2019-07-01,0.75,-0.58,-0.13,-0.14,0.03,0.01,0.38
2019-07-02,0.14,-0.97,-0.81,-0.01,0.00,0.01,1.76
2019-07-03,0.79,-0.14,-0.32,-0.35,-0.05,0.01,0.21
2019-07-05,-0.10,0.33,0.91,0.13,-0.05,0.01,-0.28
2019-07-08,-0.58,-0.43,0.06,0.04,-0.22,0.01,0.62
2019-07-09,0.19,-0.24,-0.43,-0.64,-0.25,0.01,0.25
2019-07-10,0.40,-0.26,-0.36,0.12,-0.04,0.01,-0.09
2019-07-11,0.19,-0.77,0.04,-0.24,-0.54,0.01,0.26
2019-07-12,0.53,0.32,0.41,0.59,-0.07,0.01,-0.92
2019-07-15,-0.05,-0.48,-1.06,0.13,0.23,0.01,0.73
2019-07-16,-0.32,0.40,0.11,0.44,-0.04,0.01,0.05
2019-07-17,-0.64,-0.26,-0.65,-0.48,-0.23,0.01,0.88
2019-07-18,0.35,-0.26,0.01,-0.35,0.38,0.01,0.28
2019-07-19,-0.57,0.30,0.86,0.37,0.14,0.01,-1.00
2019-07-22,0.25,-0.56,-0.48,-0.19,0.03,0.01,0.20
2019-07-23,0.64,-0.06,0.80,0.66,0.37,0.01,-0.78
2019-07-24,0.66,0.92,0.86,-0.07,-0.08,0.01,-0.75
2019-07-25,-0.63,-0.68,-0.11,0.15,0.13,0.01,1.53
2019-07-26,0.82,0.32,-0.19,-0.63,-0.33,0.01,0.28
2019-07-29,-0.32,-0.34,-0.46,0.32,0.41,0.01,0.44
2019-07-30,-0.17,1.43,0.88,-0.17,0.07,0.01,-1.36
2019-07-31,-1.10,0.25,0.62,0.18,0.50,0.01,0.11
2019-08-01,-1.04,-0.76,-1.90,-0.54,-0.23,0.01,2.47
2019-08-02,-0.87,-0.25,0.07,0.15,0.23,0.01,0.31
2019-08-05,-3.07,0.06,0.01,-0.05,0.31,0.01,0.41
2019-08-06,1.29,-0.54,-0.59,-0.27,-0.20,0.01,1.07
2019-08-07,0.07,-0.11,-0.90,0.19,-0.17,0.01,0.37
2019-08-08,1.97,-0.04,-0.25,0.28,-0.31,0.01,0.18
2019-08-09,-0.78,-0.50,-0.22,-0.48,-0.01,0.01,1.03
2019-08-12,-1.31,0.21,-0.26,0.13,0.26,0.01,0.56
2019-08-13,1.47,-0.35,-0.53,0.34,0.00,0.01,0.05
2019-08-14,-2.95,0.03,-0.51,-0.36,0.02,0.01,1.30
2019-08-15,0.17,-0.70,-0.52,-0.07,-0.48,0.01,1.20
2019-08-16,1.55,0.64,0.60,0.13,-0.06,0.01,-1.08
2019-08-19,1.14,0.04,0.21,0.35,0.03,0.01,-1.17
2019-08-20,-0.75,0.18,-0.49,0.12,-0.21,0.01,0.43
2019-08-21,0.85,-0.03,-0.30,-0.03,-0.01,0.01,-0.08
2019-08-22,-0.10,-0.35,0.49,0.21,0.29,0.01,-0.04
2019-08-23,-2.66,-0.61,-0.18,-0.61,-0.26,0.01,0.95
2019-08-26,1.08,-0.04,-0.18,0.19,-0.11,0.01,0.39
2019-08-27,-0.46,-1.00,-0.66,0.27,0.09,0.01,0.93
2019-08-28,0.68,0.63,0.61,0.35,0.18,0.01,-0.88
2019-08-29,1.35,0.41,0.33,0.15,-0.12,0.01,-0.94
2019-08-30,0.03,-0.24,0.23,0.10,0.10,0.01,-0.25
2019-09-03,-0.86,-0.94,0.12,-0.19,0.46,0.01,0.55
2019-09-04,1.08,-0.14,0.43,0.25,-0.06,0.01,-0.92
2019-09-05,1.42,0.54,0.70,0.40,0.00,0.01,-1.96
2019-09-06,-0.02,-0.36,0.05,0.15,0.42,0.01,-0.40
2019-09-09,0.07,1.38,3.05,0.86,0.38,0.01,-3.81
2019-09-10,0.16,1.43,1.11,-0.03,0.52,0.01,-3.15
2019-09-11,0.87,1.37,-0.04,-0.23,0.29,0.01,-0.44
2019-09-12,0.22,-0.39,-0.12,-0.22,-0.12,0.01,1.00
2019-09-13,-0.02,0.19,0.74,-0.03,-0.08,0.01,-0.68
2019-09-16,-0.23,0.89,0.53,-0.33,-0.03,0.01,-1.87
2019-09-17,0.17,-0.80,-1.19,-0.18,-0.33,0.01,2.37
2019-09-18,-0.04,-0.77,0.06,-0.13,0.09,0.01,0.99
2019-09-19,-0.05,-0.49,-0.46,0.05,-0.11,0.01,0.55
2019-09-20,-0.48,0.29,0.15,-0.59,0.02,0.01,0.04
2019-09-23,-0.02,-0.12,0.50,0.27,0.34,0.01,-0.17
2019-09-24,-1.00,-0.74,0.01,0.18,0.53,0.01,1.14
2019-09-25,0.69,0.41,0.52,0.41,0.03,0.01,-0.64
2019-09-26,-0.40,-0.98,0.13,0.36,0.37,0.01,0.81
2019-09-27,-0.62,-0.16,0.88,0.24,0.59,0.01,-0.70
2019-09-30,0.50,-0.27,-0.48,0.61,0.01,0.01,0.20
2019-10-01,-1.31,-0.66,-0.59,0.10,-0.17,0.01,1.14
2019-10-02,-1.73,0.77,-0.36,-0.46,-0.26,0.01,0.80
2019-10-03,0.80,-0.39,-0.89,-0.19,-0.23,0.01,-0.23
2019-10-04,1.39,-0.51,-0.07,-0.03,0.04,0.01,0.92
2019-10-07,-0.41,0.13,-0.03,-0.06,-0.32,0.01,-0.13
2019-10-08,-1.61,-0.15,-0.13,0.44,0.06,0.01,0.66
2019-10-09,0.92,-0.58,-0.09,0.12,-0.12,0.01,0.40
2019-10-10,0.60,-0.25,0.25,0.12,-0.08,0.01,-0.38
2019-10-11,1.23,0.60,0.18,0.47,0.22,0.01,-1.16
2019-10-14,-0.18,-0.35,-0.03,-0.17,-0.09,0.01,0.16
2019-10-15,1.03,0.25,-0.25,-0.23,-0.73,0.01,-0.27
2019-10-16,-0.24,0.48,0.22,0.38,0.26,0.01,-0.15
2019-10-17,0.37,0.79,-0.29,0.11,-0.10,0.01,-0.14
2019-10-18,-0.49,-0.13,0.87,-0.08,0.39,0.01,0.46
2019-10-21,0.71,0.30,0.34,0.00,0.01,0.01,-0.46
2019-10-22,-0.34,0.51,0.84,0.42,0.34,0.01,-2.06
2019-10-23,0.25,-0.10,0.27,-0.01,0.09,0.01,-0.61
2019-10-24,0.25,-0.50,-0.89,-0.05,-0.61,0.01,1.05
2019-10-25,0.50,0.40,0.07,0.34,0.00,0.01,-0.81
2019-10-28,0.62,0.28,-0.25,0.01,0.01,0.01,-0.16
2019-10-29,-0.13,0.39,0.50,-0.06,0.10,0.01,-0.09
2019-10-30,0.28,-0.64,-1.15,-0.48,0.05,0.01,0.93
2019-10-31,-0.38,-0.34,-0.43,-0.27,0.12,0.01,0.52
2019-11-01,1.07,0.65,0.82,-0.18,0.07,0.01,-1.85
2019-11-04,0.39,0.32,1.35,0.60,0.11,0.01,-2.59
2019-11-05,-0.03,0.38,0.46,-0.02,0.01,0.01,-0.76
2019-11-06,-0.05,-0.80,0.24,-0.17,0.32,0.01,1.00
2019-11-07,0.38,-0.01,0.50,0.09,-0.20,0.01,-1.16
2019-11-08,0.31,-0.01,-0.37,-0.13,0.06,0.01,-0.16
2019-11-11,-0.19,-0.07,-0.19,-0.07,-0.04,0.01,0.79
2019-11-12,0.16,-0.18,-0.14,-0.17,-0.20,0.01,0.50
2019-11-13,0.01,-0.41,-0.82,-0.28,-0.03,0.01,1.07
2019-11-14,0.07,-0.15,-0.25,0.13,-0.33,0.01,0.51
2019-11-15,0.74,-0.29,-0.33,-0.02,0.05,0.01,-0.52
2019-11-18,0.03,-0.38,-0.51,-0.04,-0.22,0.01,0.92
2019-11-19,0.02,0.34,-0.94,-0.87,-0.18,0.01,0.50
2019-11-20,-0.33,-0.13,-0.44,-0.56,-0.32,0.01,0.00
2019-11-21,-0.15,-0.30,0.10,0.08,-0.14,0.01,-0.94
2019-11-22,0.24,0.16,0.21,0.17,0.04,0.01,-0.98
2019-11-25,0.92,1.27,-0.38,0.10,0.04,0.01,-0.35
2019-11-26,0.19,-0.09,-0.89,0.20,-0.16,0.01,0.93
2019-11-27,0.44,0.22,-0.02,0.03,0.00,0.01,-0.20
2019-11-29,-0.42,-0.11,-0.31,-0.47,0.01,0.01,0.00
2019-12-02,-0.87,-0.13,0.48,0.10,0.18,0.01,-0.43
2019-12-03,-0.66,0.42,-0.83,-0.50,-0.53,0.01,0.53
2019-12-04,0.60,0.23,0.25,0.16,0.06,0.01,-0.30
2019-12-05,0.13,-0.14,0.46,0.27,0.34,0.01,0.57
2019-12-06,0.91,0.38,0.36,0.33,0.26,0.01,-0.75
2019-12-09,-0.33,0.31,0.12,-0.13,-0.26,0.01,-0.36
2019-12-10,-0.08,0.29,-0.09,-0.19,0.07,0.01,-0.07
2019-12-11,0.28,-0.09,0.13,0.34,0.13,0.01,0.46
2019-12-12,0.90,0.14,1.13,0.13,0.21,0.01,-0.90
2019-12-13,-0.03,-0.45,-0.54,-0.28,-0.22,0.01,0.76
2019-12-16,0.74,-0.04,-0.05,-0.40,0.14,0.01,-0.34
2019-12-17,0.10,0.48,0.66,0.11,-0.04,0.01,-0.10
2019-12-18,-0.05,0.29,0.09,0.28,-0.03,0.01,-0.30
2019-12-19,0.43,-0.15,-0.42,-0.25,-0.02,0.01,-0.23
2019-12-20,0.48,-0.28,-0.31,-0.01,-0.04,0.01,0.22
2019-12-23,0.10,0.17,-0.34,-0.11,0.28,0.01,-0.70
2019-12-24,0.01,0.37,-0.01,-0.28,0.05,0.01,0.16
2019-12-26,0.49,-0.57,0.00,0.25,-0.18,0.01,0.30
2019-12-27,-0.09,-0.55,-0.07,0.25,0.15,0.01,0.36
2019-12-30,-0.57,0.29,0.56,0.12,0.42,0.01,0.04
2019-12-31,0.28,0.02,0.11,-0.12,0.21,0.01,-0.47
2020-01-02,0.86,-0.97,-0.34,0.23,-0.22,0.01,0.82
2020-01-03,-0.67,0.29,0.01,-0.14,-0.17,0.01,0.01
2020-01-06,0.36,-0.22,-0.55,-0.16,-0.31,0.01,-0.67
2020-01-07,-0.19,-0.04,-0.26,-0.13,-0.31,0.01,0.01
2020-01-08,0.47,-0.18,-0.64,-0.21,-0.15,0.01,0.94
2020-01-09,0.65,-0.71,-0.48,-0.15,0.07,0.01,0.73
2020-01-10,-0.34,-0.27,-0.34,0.05,-0.07,0.01,0.20
2020-01-13,0.73,-0.10,-0.09,0.34,0.30,0.01,0.65
2020-01-14,-0.06,0.48,-0.18,-0.32,-0.07,0.01,-0.93
2020-01-15,0.16,0.26,-0.82,-0.07,-0.20,0.01,0.14
2020-01-16,0.88,0.51,-0.11,0.04,-0.07,0.01,0.15
2020-01-17,0.28,-0.63,-0.12,0.22,0.02,0.01,0.88
2020-01-21,-0.32,-0.68,-0.62,-0.11,-0.31,0.01,0.83
2020-01-22,0.08,-0.24,0.00,-0.27,-0.01,0.01,0.61
2020-01-23,0.08,-0.06,-0.14,0.28,-0.06,0.01,0.26
2020-01-24,-0.97,-0.50,-0.28,0.17,-0.03,0.01,0.51
2020-01-27,-1.56,0.26,-0.41,-0.52,0.07,0.01,0.48
2020-01-28,1.02,-0.13,-0.43,0.17,-0.08,0.01,0.83
2020-01-29,-0.11,-0.43,-0.97,0.26,0.17,0.01,0.62
2020-01-30,0.34,-0.63,0.68,-0.45,-0.11,0.01,0.53
2020-01-31,-1.74,-0.52,-0.35,-0.43,-0.70,0.01,-0.29
2020-02-03,0.84,0.37,-0.67,-0.68,-0.35,0.01,0.25
2020-02-04,1.57,-0.13,-0.70,0.36,-0.13,0.01,-0.03
2020-02-05,0.97,0.76,1.48,0.95,0.63,0.01,-1.73
2020-02-06,0.27,-0.60,-0.84,-0.04,-0.35,0.01,0.43
2020-02-07,-0.55,-0.84,-0.02,-0.23,-0.54,0.01,0.38
2020-02-10,0.73,-0.18,-0.90,-0.11,-0.40,0.01,0.98
2020-02-11,0.27,0.34,1.04,0.24,0.17,0.01,-1.04
2020-02-12,0.66,0.15,-0.36,0.20,-0.02,0.01,-0.41
2020-02-13,-0.09,0.16,0.01,-0.11,-0.44,0.01,0.63
2020-02-14,0.14,-0.56,-0.66,-0.23,-0.29,0.01,0.54
2020-02-18,-0.19,-0.01,-0.64,-0.41,-0.64,0.01,0.25
2020-02-19,0.60,0.20,0.03,0.19,-0.32,0.01,-0.08
2020-02-20,-0.35,0.64,0.67,0.19,-0.11,0.01,-0.58
2020-02-21,-1.12,-0.05,0.02,-0.21,0.34,0.01,-0.21
2020-02-24,-3.39,0.16,0.01,-0.32,0.24,0.01,0.60
2020-02-25,-3.09,-0.36,-0.68,-0.62,0.04,0.01,0.76
2020-02-26,-0.52,-0.75,-1.20,-0.47,-0.08,0.01,1.18
2020-02-27,-4.22,0.71,0.06,-0.42,-0.13,0.01,-0.20
2020-02-28,-0.78,0.07,-0.80,0.23,-0.39,0.01,-0.45
2020-03-02,4.31,-1.89,-0.42,-0.52,0.52,0.01,1.91
2020-03-03,-2.80,0.68,-0.63,-0.40,0.25,0.01,0.83
2020-03-04,4.03,-1.24,-1.17,0.07,0.22,0.01,1.08
2020-03-05,-3.38,-0.15,-1.40,-0.85,0.11,0.01,0.45
2020-03-06,-1.78,-0.21,-1.48,0.71,0.37,0.01,0.51
2020-03-09,-7.79,-1.37,-4.75,0.08,0.52,0.01,3.46
2020-03-10,4.74,-2.38,0.78,0.50,0.12,0.01,0.33
2020-03-11,-5.06,-1.04,-0.81,0.04,0.15,0.01,0.24
2020-03-12,-9.63,-1.09,-1.14,-0.33,-0.24,0.01,0.08
2020-03-13,8.98,-2.03,2.94,1.12,0.78,0.01,-1.10
2020-03-16,-12.01,-0.81,-0.75,0.53,1.14,0.01,-2.27
2020-03-17,5.88,0.47,-0.67,-0.47,-0.02,0.01,1.27
2020-03-18,-5.56,-4.58,-4.74,0.11,0.18,0.01,-0.76
2020-03-19,1.31,5.71,0.95,-1.41,-1.64,0.01,0.26
2020-03-20,-4.15,0.21,-0.90,-0.99,-1.14,0.01,-0.75
2020-03-23,-2.56,1.66,-3.26,0.34,-1.18,0.01,1.53
2020-03-24,9.34,-0.24,2.38,0.53,0.24,0.01,0.15
2020-03-25,1.17,-0.18,1.87,-0.07,0.08,0.01,-0.21
2020-03-26,6.03,-0.50,1.08,-0.65,-0.02,0.01,0.44
2020-03-27,-3.48,-1.11,-0.76,-1.11,0.80,0.01,0.98
2020-03-30,3.17,-0.78,-2.11,-0.29,0.13,0.01,1.83
2020-03-31,-1.44,1.51,-0.38,0.40,-0.09,0.01,-1.07
2020-04-01,-4.50,-2.02,-1.31,0.29,0.27,0.00,0.17
2020-04-02,2.10,-0.93,-0.28,-0.25,0.94,0.00,-0.97
2020-04-03,-1.64,-1.37,-1.15,-0.24,0.41,0.00,-0.26
2020-04-06,7.10,1.17,0.28,1.30,-0.79,0.00,-0.31
2020-04-07,-0.11,0.11,2.10,0.90,-0.37,0.00,-1.86
2020-04-08,3.42,0.86,1.27,0.43,-0.26,0.00,-2.09
2020-04-09,1.59,2.47,3.19,-0.79,-0.10,0.00,-0.75
2020-04-13,-0.92,-1.48,-2.40,-0.45,0.00,0.00,0.82
2020-04-14,3.03,-0.74,-3.15,0.23,-0.30,0.00,2.11
2020-04-15,-2.15,-1.99,-2.55,-0.40,-0.30,0.00,2.37
2020-04-16,0.62,-0.84,-2.98,-0.28,-0.26,0.00,3.88
2020-04-17,2.73,1.55,2.77,-0.18,-0.03,0.00,-5.43
2020-04-20,-1.57,0.37,-0.91,-1.74,-0.50,0.00,1.48
2020-04-21,-3.09,0.94,0.16,0.29,0.42,0.00,-0.39
2020-04-22,2.31,-0.87,-1.66,0.11,0.04,0.00,0.39
2020-04-23,0.12,1.25,0.55,0.53,-0.35,0.00,-2.40
2020-04-24,1.43,0.25,-0.12,-0.19,0.19,0.00,0.33
2020-04-27,1.73,2.16,2.68,-0.14,0.11,0.00,-2.35
2020-04-28,-0.45,1.75,2.86,1.36,0.69,0.00,-3.30
2020-04-29,2.92,2.30,1.98,1.22,-0.85,0.00,-4.73
2020-04-30,-1.18,-2.09,-1.71,0.62,-0.08,0.00,0.81
2020-05-01,-2.91,-0.89,-0.96,-0.31,0.40,0.00,2.86
2020-05-04,0.54,-0.13,-1.29,-0.74,-0.39,0.00,0.15
2020-05-05,0.95,-0.29,-2.01,-0.48,-0.54,0.00,2.24
2020-05-06,-0.52,0.08,-2.72,0.19,-0.56,0.00,2.20
2020-05-07,1.33,0.16,0.41,-0.10,-0.71,0.00,-2.19
2020-05-08,1.90,1.90,2.46,0.83,0.39,0.00,-3.46
2020-05-11,0.06,-0.25,-3.79,-0.86,-0.10,0.00,2.51
2020-05-12,-2.07,-1.12,-1.36,-0.63,-0.01,0.00,0.93
2020-05-13,-1.89,-1.43,-2.08,-0.05,-0.23,0.00,3.14
